claim_id,claim,label,personality,url,year,tags,axis,party,period
48d0b130,"China sends “fentanyl into America killing 80,000 Americans a year.”",half-true,Mike Gallagher,https://www.politifact.com/factchecks/2023/oct/06/mike-gallagher/gallagher-misrepresents-chinas-role-in-us-fentanyl/,2023,Drugs; National; Wisconsin; Border Security; Crime,social,Republican,23_25
c23ddbda,"Thanks to negotiating drug prices ""our seniors, instead of paying $500 a month for drugs, are paying no more than 35 cents.""",false,Gwen Moore,https://www.politifact.com/factchecks/2023/oct/09/gwen-moore/moores-claim-seniors-are-paying-no-more-than-35-ce/,2023,Social Security; Wisconsin; Medicare; Health Care,social,Democrat,23_25
16d85268,"There are ""about a half a dozen"" transgender athletes competing in Wisconsin K-12 schools.",mostly-false,Barbara Dittrich,https://www.politifact.com/factchecks/2023/oct/18/barbara-dittrich/lawmaker-estimated-there-were-six-transgender-athl/,2023,Wisconsin; LGBTQ; Sports,social,Republican,23_25
301f578f,"""Credit card debt is above $1 trillion for the FIRST TIME EVER.""",mostly-true,Jim Justice,https://www.politifact.com/factchecks/2023/oct/19/jim-justice/does-national-credit-card-debt-exceed-1-trillion-f/,2023,Economy; West Virginia,economic,Republican,23_25
54f779ac,"“In the last 11 months, Customs and Border Patrol has averaged 200,000 apprehensions a month, and you know how many beds we have to detain people at the border? Thirty-eight thousand.""",mostly-true,Chris Christie,https://www.politifact.com/factchecks/2023/oct/20/chris-christie/chris-christies-math-on-apprehensions-and-detentio/,2023,Immigration; Border Security,social,Republican,23_25
8e25cc48,"Jim Justice ""opposes the Right to Work”",mostly-false,Alex Mooney,https://www.politifact.com/factchecks/2023/oct/24/alex-mooney/does-gov-jim-justice-oppose-the-right-to-work-poli/,2023,Labor; West Virginia,economic,Republican,23_25
a5bc1afc,“Prices have increased over 17% in the last two years.”,half-true,Mike Johnson,https://www.politifact.com/factchecks/2023/oct/26/mike-johnson/have-prices-increased-by-over-17-in-two-years/,2023,Economy,economic,Republican,23_25
46713c2f,"U.S. inflation is ""now down close to 3%, the lowest among the world’s leading economies.""",mostly-true,Joe Biden,https://www.politifact.com/factchecks/2023/sep/01/joe-biden/does-the-us-have-less-inflation-than-other-leading/,2023,Economy,economic,Democrat,23_25
8b13fbf4,Sen. Rick Scott “wants to … end Social Security and Medicare coverage.”,mostly-false,Debbie Mucarsel-Powell,https://www.politifact.com/factchecks/2023/sep/05/debbie-mucarsel-powell/does-rick-scott-want-to-end-social-security-fl-dem/,2023,Social Security; National; Medicare,social,Democrat,23_25
1f342e11,"Under Gov. Ron DeSantis, “in the last five years, spending has gone up 30%"" in Florida.",half-true,Chris Christie,https://www.politifact.com/factchecks/2023/sep/08/chris-christie/chris-christie-knocks-ron-desantis-for-floridas-ri/,2023,Economy; State Budget,economic,Republican,23_25
8e1fc3eb,"A Democrat-sponsored bill proposes a “1,000% gun tax on most firearms.”",half-true,Thom Tillis,https://www.politifact.com/factchecks/2023/sep/08/thom-tillis/tillis-email-omits-key-details-of-democrats-propos/,2023,Guns,social,Republican,23_25
a911fc8f,"Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""",mostly-true,Joe Biden,https://www.politifact.com/factchecks/2023/sep/22/joe-biden/joe-biden-claims-that-hispanic-unemployment-has-be/,2023,Economy; Corrections and Updates; Jobs,economic,Democrat,23_25
1fc4ea6b,"""Texas teacher fired for reading Diary of Anne Frank to class.”",half-true,Randi Weingarten,https://www.politifact.com/factchecks/2023/sep/22/randi-weingarten/texas-teacher-fired-for-assigning-illustrated-adap/,2023,Education; LGBTQ; National,social,Democrat,23_25
cb05088e,"“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",mostly-true,Jim Justice,https://www.politifact.com/factchecks/2023/sep/26/jim-justice/did-west-virginia-unemployment-rate-hit-record-low/,2023,Economy; Jobs; West Virginia,economic,Republican,23_25
c1e52f15,“We are more energy independent today” under President Joe Biden.,half-true,Gavin Newsom,https://www.politifact.com/factchecks/2023/sep/28/gavin-newsom/fact-checking-what-gavin-newsom-told-sean-hannity/,2023,Foreign Policy; Gas Prices; Energy,economic,Democrat,23_25
4ab2feaa,“Ron DeSantis is against fracking. He is against drilling.”,half-true,Nikki Haley,https://www.politifact.com/factchecks/2023/sep/28/nikki-haley/fact-checking-nikki-haleys-debate-attack-on-ron-de/,2023,Environment; National; Energy,economic,Republican,23_25
a44a4cbb,"“Since Joe Biden took office, crime has skyrocketed across our country.”",mostly-false,Nancy Mace,https://www.politifact.com/factchecks/2024/apr/03/nancy-mace/has-crime-skyrocketed-under-joe-biden-not-exactly/,2024,Criminal Justice; Crime,social,Republican,23_25
9a799ea8,"“Support for Roe is higher today in America than it has ever been.""",mostly-true,Joe Biden,https://www.politifact.com/factchecks/2024/apr/10/joe-biden/joe-biden-largely-right-about-high-level-of-us-sup/,2024,National; Abortion,social,Democrat,23_25
4d3471ef,"“The United States is an outlier, one of only about half a dozen countries, without any guarantee of paid leave for new parents and/or other health care needs.”",true,Lisa Subeck,https://www.politifact.com/factchecks/2024/apr/16/lisa-subeck/its-true-the-us-is-an-outlier-on-paid-parental-lea/,2024,Workers; Children; Wisconsin; Families; Legal Issues,social,Democrat,23_25
a802496c,“As many as 75% of school shootings resulted from a gun that was not secured.”,mostly-false,Kamala Harris,https://www.politifact.com/factchecks/2024/apr/22/kamala-harris/are-75-of-guns-used-in-school-shootings-found-unse/,2024,Crime; Children; Guns; National,social,Democrat,23_25
1ba439b6,"“The GOP has failed to invest in our campuses, making WI fall to 42nd in the nation in state support.”",mostly-true,Greta Neubauer,https://www.politifact.com/factchecks/2024/apr/24/greta-neubauer/are-democrats-right-that-republicans-are-to-blame/,2024,Education; Wisconsin; State Budget,social,Democrat,23_25
7dd9d04e,Says he “got arrested” while protesting in favor of desegregation.,false,Joe Biden,https://www.politifact.com/factchecks/2024/apr/29/joe-biden/joe-biden-repeats-false-tale-that-he-got-arrested/,2024,Civil Rights; Candidate Biography; National,social,Democrat,23_25
4713414e,Kamala Harris “supports mandatory gun confiscation.”,mostly-false,Donald Trump,https://www.politifact.com/factchecks/2024/aug/07/donald-trump/kamala-harris-once-backed-mandatory-assault-weapon/,2024,Elections; Guns; National,social,Republican,23_25
7d562e34,“Violent crime was up under Donald Trump.”,half-true,Tim Walz,https://www.politifact.com/factchecks/2024/aug/07/tim-walz/was-tim-walz-right-that-violent-crime-was-up-under/,2024,Crime,social,Democrat,23_25
6668e511,"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".",true,Byron Donalds,https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/tim-walz-firmo-ley-que-permite-a-inmigrantes-ilega/,2024,Immigration; Elections; PolitiFact en Español,social,Republican,23_25
8d3ff6ac,"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""",true,Byron Donalds,https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/yes-tim-walz-signed-a-law-letting-immigrants-illeg/,2024,Immigration,social,Republican,23_25
b5f714cf,Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,mostly-true,Lindsey Graham,https://www.politifact.com/factchecks/2024/aug/09/lindsey-graham/gov-tim-walz-signed-law-giving-some-minnesota-stud/,2024,Education; Immigration,social,Republican,23_25
bc05b4aa,"""El crimen violento aumentó bajo Donald Trump"".",half-true,Tim Walz,https://www.politifact.com/factchecks/2024/aug/09/tim-walz/tenia-razon-tim-walz-al-decir-que-los-crimenes-vio/,2024,Crime; Elections; PolitiFact en Español,social,Democrat,23_25
cceff821,"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.",mostly-true,Lindsey Graham,https://www.politifact.com/factchecks/2024/aug/12/lindsey-graham/tim-walz-firmo-ley-dando-matricula-universitaria-g/,2024,Education; PolitiFact en Español,social,Republican,23_25
2586f8e9,Sen. Rick Scott does not support abortion exceptions.,false,Debbie Mucarsel-Powell,https://www.politifact.com/factchecks/2024/aug/14/debbie-mucarsel-powell/in-spanish-ad-debbie-mucarsel-powell-misleads-on-r/,2024,2024 Senate Elections; Legal Issues; Abortion,social,Democrat,23_25
db9774c3,El senador Rick Scott no apoya las excepciones al aborto.,false,Debbie Mucarsel-Powell,https://www.politifact.com/factchecks/2024/aug/16/debbie-mucarsel-powell/debbie-mucarsel-powell-engana-sobre-la-postura-de/,2024,2024 Senate Elections; PolitiFact en Español; Abortion,social,Democrat,23_25
f2e49873,Sam Brown “said abortion should be banned without any exceptions for rape or incest.”,half-true,Jacky Rosen,https://www.politifact.com/factchecks/2024/aug/19/jacky-rosen/jacky-rosen-oversimplifies-sam-browns-abortion-sta/,2024,2024 Senate Elections; Nevada; Abortion,social,Democrat,23_25
0f197baa,Former President Donald Trump “cut overtime benefits for millions of workers.”,mostly-false,Tim Walz,https://www.politifact.com/factchecks/2024/aug/20/tim-walz/fact-check-tim-walz-misleads-about-trump-and-overt/,2024,Economy; Labor; Elections; National,economic,Democrat,23_25
5533901b,Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.,false,Eric Hovde,https://www.politifact.com/factchecks/2024/aug/22/eric-hovde/hovde-misses-mark-on-claim-that-baldwin-has-done-a/,2024,Wisconsin; Drugs; 2024 Senate Elections,social,Republican,23_25
56a6ec81,"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""",half-true,Bryan Steil,https://www.politifact.com/factchecks/2024/aug/26/bryan-steil/us-rep-steils-spin-on-us-sen-baldwin-on-abortion-a/,2024,Wisconsin; Elections; 2024 Senate Elections; Abortion,social,Republican,23_25
aea7998d,Minnesota Gov. Tim Walz signed a law that would “take children away from their parents if the parents don’t want to consent to sex changes.”,false,JD Vance,https://www.politifact.com/factchecks/2024/aug/27/jd-vance/jd-vance-misrepresents-minnesota-law-on-kids-seeki/,2024,LGBTQ; National,social,Republican,23_25
abc91723,“Prices are up because these corporations are scheming to drive them up.”,mostly-false,Bob Casey,https://www.politifact.com/factchecks/2024/aug/28/bob-casey/sen-bob-casey-said-prices-are-up-because-of-schemi/,2024,Economy; 2024 Senate Elections,economic,Democrat,23_25
385e3128,Ruben Gallego wants to “cut your Social Security.”,false,Kari Lake,https://www.politifact.com/factchecks/2024/aug/29/kari-lake/arizona-senate-candidate-ruben-gallego-has-not-adv/,2024,Social Security; 2024 Senate Elections; Retirement,social,Republican,23_25
843b87ec,"“This month alone, more than 16,000 non-citizens have been removed from the voter rolls in 3 states.”",half-true,Rick Scott,https://www.politifact.com/factchecks/2024/aug/29/rick-scott/sen-rick-scott-said-3-states-removed-thousands-of/,2024,Immigration; Elections; National,social,Republican,23_25
aa3745dc,"Former President Donald Trump ""intends to enact what, in effect, is a national sales tax ... that would raise prices on middle-class families by almost $4,000 a year.""",half-true,Kamala Harris,https://www.politifact.com/factchecks/2024/aug/30/kamala-harris/would-donald-trumps-proposed-tariffs-hit-typical-f/,2024,Economy; Taxes; Trade,economic,Democrat,23_25
cf268fa8,Government shutdowns in 2013 and 2018 “cost our economy billions of dollars each.”,true,Sara Jacobs,https://www.politifact.com/factchecks/2024/dec/19/sara-jacobs/fact-check-past-government-shutdowns-cost-billions/,2024,Congress; DOGE; National; Federal Budget; Economy,economic,Democrat,23_25
edc92960,"We’ve created 732,000 jobs since I've been governor.",mostly-true,Kathy Hochul,https://www.politifact.com/factchecks/2024/dec/26/kathy-hochul/job-growth-on-hochuls-watch-helped-by-pandemic-rec/,2024,Economy; Jobs,economic,Democrat,23_25
754d8d86,“Inflation has been at the pre-pandemic level of 2% over the last half year.”,half-true,Joe Biden,https://www.politifact.com/factchecks/2024/feb/07/joe-biden/is-inflation-down-to-2-as-joe-biden-said-it-depend/,2024,Economy,economic,Democrat,23_25
f38253db,"Food “costs 40%, 50%, 60% more than it did just a few years ago.”",mostly-false,Donald Trump,https://www.politifact.com/factchecks/2024/feb/13/donald-trump/donald-trump-exaggerates-rise-in-food-prices-under/,2024,Economy; Food; Agriculture,economic,Republican,23_25
8f0a2998,Minnesota incarcerates “about a third of what Wisconsin does.”,true,Kelda Helen Roys,https://www.politifact.com/factchecks/2024/feb/14/kelda-helen-roys/yes-minnesota-incarcerates-far-less-people-than-wi/,2024,Criminal Justice; Crime; Wisconsin; States,social,Democrat,23_25
2def4f07,The Bipartisan Safer Communities Act led to “a 12% reduction in urban homicides in this country.”,half-true,Chris Murphy,https://www.politifact.com/factchecks/2024/feb/15/chris-murphy/the-us-homicide-rate-has-declined-but-democrat-sen/,2024,Crime; Guns; National,social,Democrat,23_25
1ebec03d,"“NYC will give $1,000 taxpayer-funded credit cards to migrants.”",half-true,George Borrello,https://www.politifact.com/factchecks/2024/feb/21/george-borrello/fact-checking-state-sen-george-borrello-on-new-yor/,2024,Immigration; Families,social,Republican,23_25
892520de,"“Each year, more than $1 billion is stolen from” workers in New York state through wage theft.",mostly-true,Linda Rosenthal,https://www.politifact.com/factchecks/2024/feb/21/linda-rosenthal/does-wage-theft-take-1-billion-a-year-from-workers/,2024,Criminal Justice; Workers,social,Democrat,23_25
f50d32a5,"“The biggest threat to your unions is millions of people coming across the border, because you're not gonna have your jobs anymore.”",mostly-false,Donald Trump,https://www.politifact.com/factchecks/2024/feb/23/donald-trump/do-immigrants-crossing-the-southern-border-union/,2024,Workers; Immigration; Unions,social,Republican,23_25
4f190769,"“We’ve seen an 800% increase in the Swanton sector, which is the part of the northern border that I represent, in illegal crossings.”",true,Elise Stefanik,https://www.politifact.com/factchecks/2024/feb/23/elise-stefanik/illegal-crossings-at-the-us-canada-border-increase/,2024,Immigration; Vermont; Border Security,social,Republican,23_25
e61637cd,“Big drug companies charge as little as $7 for an inhaler overseas and nearly $500 for the exact same one here in the US.”,mostly-true,Tammy Baldwin,https://www.politifact.com/factchecks/2024/feb/23/tammy-baldwin/yes-the-price-of-an-inhaler-in-the-us-is-massively/,2024,Drugs; National; Medicare; Public Health; Wisconsin; Health Care,social,Democrat,23_25
21830867,The 2022 CHIPS and Science Act “attracted $640 billion in private companies’ investments.”,mostly-false,Joe Biden,https://www.politifact.com/factchecks/2024/feb/29/joe-biden/fact-checking-joe-bidens-statement-about-semicondu/,2024,Technology; Science; National,economic,Democrat,23_25
a1d6db35,"Donald Trump “deported less, believe it or not, than Barack Obama even did.""",true,Ron DeSantis,https://www.politifact.com/factchecks/2024/jan/04/ron-desantis/ron-desantis-is-right-barack-obama-deported-more-p/,2024,Immigration; Elections; Border Security,social,Republican,23_25
592aea4c,Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,false,Donald Trump,https://www.politifact.com/factchecks/2024/jan/05/donald-trump/donald-trump-ad-wrongly-describes-nikki-haleys-pos/,2024,Immigration; Elections; Border Security,social,Republican,23_25
5be2ec7e,"Nikki Haley “says the retirement age at 65 is way too low, it must be much higher.”",half-true,Donald Trump,https://www.politifact.com/factchecks/2024/jan/08/donald-trump/donald-trump-omits-context-on-nikki-haleys-comment/,2024,Social Security; Retirement; National; Medicare,social,Republican,23_25
51862d6f,"In Florida, “income growth is top of the chart.”",half-true,Ron DeSantis,https://www.politifact.com/factchecks/2024/jan/08/ron-desantis/is-income-growth-in-florida-no-1-in-the-us-as-ron/,2024,Economy,economic,Republican,23_25
4400d985,"“We’ve had 8 million” immigrants come to the U.S. illegally under Biden “and they only sent back 142,000.”",mostly-false,Nikki Haley,https://www.politifact.com/factchecks/2024/jan/11/nikki-haley/the-missing-facts-from-nikki-haleys-claim-about-bo/,2024,Immigration; Elections; Border Security,social,Republican,23_25
353ac495,U.S. tax dollars “have gone to promote transgenderism in Bangladesh.”,half-true,Ron DeSantis,https://www.politifact.com/factchecks/2024/jan/12/ron-desantis/is-the-us-promoting-transgenderism-in-bangladesh-w/,2024,Foreign Policy; LGBTQ,social,Republican,23_25
bc7bf9ad,"""After Roe was dismantled, extremists evoked a law from 1849 to stop abortion”  in Wisconsin.",false,Kamala Harris,https://www.politifact.com/factchecks/2024/jan/23/kamala-harris/kamala-harris-wrong-that-republican-lawmakers-play/,2024,Wisconsin; Supreme Court; National; Abortion,social,Democrat,23_25
1c352385,"""There are a thousand billionaires now and you know what their average tax rate is? 8%.""",false,Joe Biden,https://www.politifact.com/factchecks/2024/jan/26/joe-biden/president-joe-biden-distorts-income-tax-rates-for/,2024,Wisconsin; Taxes; Income; Wealth,economic,Democrat,23_25
e0c5645e,"“Tens of thousands of auto jobs were lost nationwide during Trump's presidency,” but during Biden’s presidency, “we've created more than 250,000 auto jobs.”",half-true,Joe Biden,https://www.politifact.com/factchecks/2024/jan/29/joe-biden/fact-checking-joe-biden-on-auto-jobs-gained-and-lo/,2024,Economy; Jobs,economic,Democrat,23_25
934ac23e,"In the past year, Michigan, Minnesota and Illinois passed ""highly popular” policies such as paid family leave, one of several issues that have been stymied in Wisconsin by Republicans.",half-true,Chris Larson,https://www.politifact.com/factchecks/2024/jan/30/chris-larson/what-happened-to-paid-family-leave-proposals-in-wi/,2024,Wisconsin; Illinois; Families,social,Democrat,23_25
48d150b9,"“Today in America, 1 in 3 women of reproductive age live in a state with an abortion ban.”",true,Kamala Harris,https://www.politifact.com/factchecks/2024/jan/30/kamala-harris/kamala-harris-is-right-1-in-3-women-of-reproductiv/,2024,National; Abortion,social,Democrat,23_25
577acc61,"“Elective abortions up to and including the moment of birth. Healthy, 9-month-year-old baby killed at the moment of birth. That’s what Jon Tester and the Democrats have voted for.”",false,Tim Sheehy,https://www.politifact.com/factchecks/2024/jul/10/tim-sheehy/gops-tim-sheehy-revives-discredited-abortion-claim/,2024,Health Check; Public Health; 2024 Senate Elections; Abortion,social,Republican,23_25
0c28a9d3,"Black women in the U.S. are “three to four times more likely to die in connection with childbirth than other women.""",true,Kamala Harris,https://www.politifact.com/factchecks/2024/jul/11/kamala-harris/kamala-harris-is-right-black-women-in-the-us-have/,2024,Women; National; Health Care,social,Democrat,23_25
ae1ebfd9,"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn.""",half-true,Joe Biden,https://www.politifact.com/factchecks/2024/jul/13/joe-biden/biden-campaign-hits-and-misses-with-trump-and-foxc/,2024,Corporations; National; Elections; Wisconsin; Taxes; Economy,economic,Democrat,23_25
2be06026,“The idea that there’s political violence or violence in America like this is just unheard of.”,false,Joe Biden,https://www.politifact.com/factchecks/2024/jul/15/joe-biden/is-political-violence-unheard-of-the-long-history/,2024,Crime; Elections; Guns; National,social,Democrat,23_25
61b66d28,Project 2025 calls for restricting “access to IVF and contraception.”,mostly-false,Kamala Harris,https://www.politifact.com/factchecks/2024/jul/24/kamala-harris/fact-checking-kamala-harris-on-project-2025-limiti/,2024,Women; National; Health Care,social,Democrat,23_25
ee81ca91,"“Today, America has record energy production and we are energy independent.”",mostly-true,Kamala Harris,https://www.politifact.com/factchecks/2024/jul/26/kamala-harris/fact-checking-kamala-harris-on-energy-production-i/,2024,Foreign Policy; Gas Prices; Energy,economic,Democrat,23_25
23d07b62,Kamala Harris “supported abolishing ICE.”,false,Donald Trump,https://www.politifact.com/factchecks/2024/jul/29/donald-trump/fact-checking-donald-trumps-misleading-statement-t/,2024,Immigration; Elections; National,social,Republican,23_25
0d733f5f,Kamala Harris “wants to defund the police.”,mostly-false,Donald Trump,https://www.politifact.com/factchecks/2024/jul/30/donald-trump/fact-checking-trumps-false-statement-that-kamala-h/,2024,Criminal Justice; Elections; National,social,Republican,23_25
84603645,"""Donald Trump intends to cut Social Security.""",mostly-false,Kamala Harris,https://www.politifact.com/factchecks/2024/jul/31/kamala-harris/kamala-harris-repeats-dubious-claim-that-donald-tr/,2024,Social Security; Federal Budget,social,Democrat,23_25
8039ee18,"“Even before the pandemic, America went into a manufacturing recession.”",mostly-true,Pete Buttigieg,https://www.politifact.com/factchecks/2024/jul/31/pete-buttigieg/was-us-manufacturing-in-recession-before-the-pande/,2024,Economy; Jobs,economic,Democrat,23_25
15b01369,“Wage increases have exceeded” the cost of inflation.,half-true,Joe Biden,https://www.politifact.com/factchecks/2024/jun/06/joe-biden/have-wages-exceeded-inflation-under-joe-biden/,2024,Economy; Workers,economic,Democrat,23_25
37f72f13,Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,false,Eric Swalwell,https://www.politifact.com/factchecks/2024/jun/10/eric-swalwell/eric-swalwell-misquotes-lindsey-graham-on-donald-t/,2024,Immigration; Ask PolitiFact,social,Democrat,23_25
13863e3d,"""The last administration oversaw the largest increase in murders ever recorded.""",half-true,Joe Biden,https://www.politifact.com/factchecks/2024/jun/10/joe-biden/did-donald-trump-oversee-the-biggest-one-year-rise/,2024,Crime,social,Democrat,23_25
13eee08b,"Donald Trump “shut down” Nord Stream 2 pipeline, Joe Biden approved it, then Biden shut down U.S. liquified natural gas export capacity.",mostly-false,Doug Burgum,https://www.politifact.com/factchecks/2024/jun/17/doug-burgum/burgum-exaggerates-biden-actions-on-nord-stream-2/,2024,Energy,economic,Republican,23_25
8d8cf918,Donald Trump’s plan is “cutting Social Security for you.”,mostly-false,Joe Biden,https://www.politifact.com/factchecks/2024/jun/21/joe-biden/joe-biden-cherry-picks-donald-trump-statement-on-c/,2024,Social Security; Federal Budget,social,Democrat,23_25
77cdb405,The Olympic boxing committee “decided this year that men can box against women in the Olympics.”,mostly-false,Tommy Tuberville,https://www.politifact.com/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,2024,LGBTQ; Sports,social,Republican,23_25
6fa21275,“We're having the largest classes of correctional officers we've ever had before.”,true,Tony Evers,https://www.politifact.com/factchecks/2024/mar/06/tony-evers/yes-wisconsin-correctional-officer-training-classe/,2024,Criminal Justice; Wisconsin; Legal Issues,social,Democrat,23_25
2817d09d,“We cut the federal deficit by $160 billion because Medicare will no longer have to pay those exorbitant prices to Big Pharma.”,half-true,Joe Biden,https://www.politifact.com/factchecks/2024/mar/11/joe-biden/biden-said-medicare-drug-price-negotiations-cut-th/,2024,Economy; Medicare; National; Health Care,economic,Democrat,23_25
273262ce,"The stock market “hit an all-time high under President Biden and not under President Trump.""",mostly-false,Pete Buttigieg,https://www.politifact.com/factchecks/2024/mar/11/pete-buttigieg/fact-checking-pete-buttigieg-on-the-stock-markets/,2024,Economy,economic,Democrat,23_25
7a33a364,"“Since the end of the 2020 fiscal year, President Biden and Senator Baldwin have added over $7.3 trillion of debt, more than the first 228 years of our nation’s history combined.”",half-true,Eric Hovde,https://www.politifact.com/factchecks/2024/mar/14/eric-hovde/are-gop-senate-candidates-claims-about-national-de/,2024,Economy; Wisconsin; Debt; National,economic,Republican,23_25
b77c0c7f,"“On Joe Biden’s watch, Wisconsin has lost 6,000 manufacturing jobs and 455 dairy farms in the last year.”",mostly-false,Brian Schimming,https://www.politifact.com/factchecks/2024/mar/20/brian-schimming/wisconsin-gop-blast-biden-on-manufacturing-job-los/,2024,Economy; Wisconsin; Jobs; National,economic,Republican,23_25
c56302cd,"Miami’s immigration courts have the “largest backlog of any court in this country with 10% of the overall immigration cases,” and “more than 90%” of people lose their asylum claims.",half-true,Jeanette Nuñez,https://www.politifact.com/factchecks/2024/mar/21/jeanette-nunez/miami-has-the-largest-asylum-case-backlog-in-the-u/,2024,Immigration; National,social,Republican,23_25
eff897fe,"“Since 1989 and a new age of globalization began, 51 million jobs have been created in America. 49 million, 96%, have been created under Democratic presidents.”",mostly-true,Simon Rosenberg,https://www.politifact.com/factchecks/2024/mar/21/simon-rosenberg/have-96-of-jobs-created-over-35-years-emerged-unde/,2024,Economy; Jobs,economic,Democrat,23_25
0d9ee9f0,"In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.",mostly-false,Kathy Hochul,https://www.politifact.com/factchecks/2024/mar/29/kathy-hochul/patchwork-of-laws-and-edicts-limit-cooperation-bet/,2024,Immigration,social,Democrat,23_25
2747936d,“We just had 100% increase in layoffs.”,mostly-true,Scott Walker,https://www.politifact.com/factchecks/2024/mar/29/scott-walker/former-wisconsin-governors-statement-on-layoffs-is/,2024,Workers; Wisconsin; Jobs,economic,Republican,23_25
9eb76567,"In his Time magazine interview, Donald Trump “said states have the right to monitor pregnant women to enforce these bans, and states have the right to punish pregnant women for seeking out abortion care.”",mostly-true,Kamala Harris,https://www.politifact.com/factchecks/2024/may/02/kamala-harris/did-trump-say-states-have-the-right-to-monitor-pun/,2024,Health Care; National; Abortion,social,Democrat,23_25
6c79376c,Former President Donald Trump “has the worst record of job loss of any president.”,half-true,Nancy Pelosi,https://www.politifact.com/factchecks/2024/may/02/nancy-pelosi/nancy-pelosi-omits-pandemic-in-singling-out-job-lo/,2024,Economy; Jobs,economic,Democrat,23_25
93bcec5e,Former President Donald Trump told Time magazine that “states should monitor women’s pregnancies and prosecute those who violate abortion bans.”,mostly-false,Joe Biden,https://www.politifact.com/factchecks/2024/may/03/joe-biden/joe-bidens-misleading-version-of-what-trump-told-t/,2024,Health Care; Women; Abortion,social,Democrat,23_25
3e7ffb41,“Joe Biden flew hundreds of thousands of illegals into Florida last year.”,false,Rick Scott,https://www.politifact.com/factchecks/2024/may/09/rick-scott/biden-isnt-flying-migrants-to-florida-people-pay-f/,2024,Immigration; Corrections and Updates,social,Republican,23_25
97e8721b,"Robert F. Kennedy Jr. called voter ID “racist,” calls NRA a “terrorist organization” and supports affirmative action.",half-true,Donald Trump,https://www.politifact.com/factchecks/2024/may/14/donald-trump/fact-check-rfk-jrs-positions-on-voter-id-the-nra-a/,2024,Race and Ethnicity; National; Elections; Guns; Legal Issues,social,Republican,23_25
bb6ee718,Inflation “was 9% when I came to office.”,false,Joe Biden,https://www.politifact.com/factchecks/2024/may/15/joe-biden/joe-biden-wrong-that-he-inherited-9-inflatio/,2024,Economy,economic,Democrat,23_25
56e0eb2d,"Tariffs are a “direct, regressive tax on Americans” and President Joe Biden’s new tariffs on Chinese goods will “hit every family.”",half-true,Jared Polis,https://www.politifact.com/factchecks/2024/may/17/jared-polis/will-joe-bidens-new-china-tariffs-hit-every-family/,2024,Economy; China; Taxes; Energy,economic,Democrat,23_25
08950b85,“The millions (of immigrants) that have been paroled can simply go to their local welfare office or the DMV and register to vote.”,false,Mike Johnson,https://www.politifact.com/factchecks/2024/may/20/mike-johnson/mike-johnsons-false-claim-that-immigrants-paroled/,2024,Immigration; Elections,social,Republican,23_25
f9085463,“Violent crime is near a record 50-year low.”,true,Joe Biden,https://www.politifact.com/factchecks/2024/may/28/joe-biden/joe-biden-is-correct-that-violent-crime-is-near-a/,2024,Crime; Corrections and Updates,social,Democrat,23_25
57591212,"“As California attorney general, (Kamala Harris) redefined child sex trafficking, assault with a deadly weapon, and rape of an unconscious person as a totally nonviolent crime.”",false,Donald Trump,https://www.politifact.com/factchecks/2024/nov/01/donald-trump/trumps-false-claim-that-harris-redefined-crimes-li/,2024,Crime,social,Republican,23_25
0b6035fe,Former President Donald Trump would “force states to monitor women's pregnancies.”,false,Kamala Harris,https://www.politifact.com/factchecks/2024/nov/01/kamala-harris/kamala-harris-wrong-that-donald-trump-would-force/,2024,Health Care; Abortion,social,Democrat,23_25
9486967e,“Fewer people came in under President Biden than came under Donald Trump.”,false,Nancy Pelosi,https://www.politifact.com/factchecks/2024/nov/15/nancy-pelosi/nancy-pelosis-wrong-comparison-about-illegal-immig/,2024,Immigration; National; Border Security,social,Democrat,23_25
5709c3ea,"Says immigrants with temporary protections in Springfield, Ohio, are “illegal immigrants.”",false,JD Vance,https://www.politifact.com/factchecks/2024/oct/03/jd-vance/immigration-experts-say-jd-vance-is-wrong-haitians/,2024,Immigration; Ohio; Elections,social,Republican,23_25
