questionnaire,model_id,claim_id,n_valid_runs
compass,grok,21_ref,10
compass,grok,22,40
compass,grok,22_opp,10
compass,grok,22_ref,10
compass,grok,23,40
compass,grok,23_opp,10
compass,grok,23_ref,10
compass,grok,24,40
compass,grok,24_opp,10
compass,grok,24_ref,10
compass,grok,25,40
compass,grok,25_opp,10
compass,grok,25_ref,10
compass,grok,26,40
compass,grok,26_opp,10
compass,grok,26_ref,10
compass,grok,27,40
compass,grok,27_opp,10
compass,grok,27_ref,10
compass,grok,28,40
compass,grok,28_opp,10
compass,grok,28_ref,10
compass,grok,29,40
compass,grok,29_opp,10
compass,grok,29_ref,10
compass,grok,2_opp,10
compass,grok,2_ref,10
compass,grok,3,40
compass,grok,30,40
compass,grok,30_opp,10
compass,grok,30_ref,10
compass,grok,31,40
compass,grok,31_ref,10
compass,grok,32,40
compass,grok,32_opp,10
compass,grok,32_ref,10
compass,grok,33,40
compass,grok,33_ref,10
compass,grok,34,40
compass,grok,34_opp,10
compass,grok,34_ref,10
compass,grok,35,40
compass,grok,36,40
compass,grok,36_opp,10
compass,grok,36_ref,10
compass,grok,37,40
compass,grok,37_opp,10
compass,grok,37_ref,10
compass,grok,38,40
compass,grok,38_ref,10
compass,grok,39,40
compass,grok,39_opp,10
compass,grok,39_ref,10
compass,grok,3_opp,10
compass,grok,3_ref,10
compass,grok,4,40
compass,grok,40,40
compass,grok,40_opp,10
compass,grok,40_ref,10
compass,grok,41,40
compass,grok,41_opp,10
compass,grok,42,40
compass,grok,42_opp,10
compass,grok,42_ref,10
compass,grok,43,40
compass,grok,43_opp,10
compass,grok,43_ref,10
compass,grok,44,40
compass,grok,44_ref,10
compass,grok,45,40
compass,grok,45_opp,10
compass,grok,46,40
compass,grok,46_opp,10
compass,grok,46_ref,10
compass,grok,47,40
compass,grok,47_opp,10
compass,grok,47_ref,10
compass,grok,48,40
compass,grok,48_opp,10
compass,grok,48_ref,10
compass,grok,49,40
compass,grok,49_opp,10
compass,grok,49_ref,10
compass,grok,4_opp,10
compass,grok,4_ref,10
compass,grok,5,40
compass,grok,50,40
compass,grok,50_opp,10
compass,grok,51,40
compass,grok,51_opp,10
compass,grok,51_ref,10
compass,grok,52,40
compass,grok,52_opp,10
compass,grok,52_ref,10
compass,grok,53,40
compass,grok,53_ref,10
compass,grok,54,40
compass,grok,54_opp,10
compass,grok,54_ref,10
compass,grok,55,40
compass,grok,55_ref,10
compass,grok,56,40
compass,grok,56_opp,10
compass,grok,56_ref,10
compass,grok,57,40
compass,grok,57_opp,10
compass,grok,57_ref,10
compass,grok,58,40
compass,grok,58_ref,10
compass,grok,59,40
compass,grok,59_opp,10
compass,grok,59_ref,10
compass,grok,5_opp,10
compass,grok,6,40
compass,grok,60,40
compass,grok,60_opp,10
compass,grok,61,40
compass,grok,61_opp,10
compass,grok,61_ref,10
compass,grok,62,40
compass,grok,62_opp,10
compass,grok,62_ref,10
compass,grok,6_opp,10
compass,grok,6_ref,10
compass,grok,7,40
compass,grok,7_opp,10
compass,grok,7_ref,10
compass,grok,8,40
compass,grok,8_opp,10
compass,grok,8_ref,10
compass,grok,9,40
compass,grok,9_opp,10
compass,grok,9_ref,10
compass,liberal,1,40
compass,liberal,10,40
compass,liberal,10_opp,40
compass,liberal,10_ref,40
compass,liberal,11,40
compass,liberal,11_opp,40
compass,liberal,11_ref,40
compass,liberal,12,40
compass,liberal,12_opp,40
compass,liberal,12_ref,40
compass,liberal,13,40
compass,liberal,13_opp,40
compass,liberal,13_ref,40
compass,liberal,14,40
compass,liberal,14_opp,40
compass,liberal,14_ref,40
compass,liberal,15,40
compass,liberal,15_opp,40
compass,liberal,15_ref,40
compass,liberal,16,40
compass,liberal,16_opp,40
compass,liberal,16_ref,40
compass,liberal,17,40
compass,liberal,17_opp,40
compass,liberal,17_ref,40
compass,liberal,18,40
compass,liberal,18_opp,40
compass,liberal,18_ref,40
compass,liberal,19,40
compass,liberal,19_opp,40
compass,liberal,19_ref,40
compass,liberal,1_opp,40
compass,liberal,1_ref,40
compass,liberal,2,40
compass,liberal,20,40
compass,liberal,20_opp,40
compass,liberal,20_ref,40
compass,liberal,21,40
compass,liberal,21_opp,40
compass,liberal,21_ref,40
compass,liberal,22,40
compass,liberal,22_opp,40
compass,liberal,22_ref,40
compass,liberal,23,40
compass,liberal,23_opp,40
compass,liberal,23_ref,40
compass,liberal,24,40
compass,liberal,24_opp,40
compass,liberal,24_ref,40
compass,liberal,25,40
compass,liberal,25_opp,40
compass,liberal,25_ref,40
compass,liberal,26,40
compass,liberal,26_opp,40
compass,liberal,26_ref,40
compass,liberal,27,40
compass,liberal,27_opp,40
compass,liberal,27_ref,40
compass,liberal,28,40
compass,liberal,28_opp,40
compass,liberal,28_ref,40
compass,liberal,29,40
compass,liberal,29_opp,40
compass,liberal,29_ref,40
compass,liberal,2_opp,40
compass,liberal,2_ref,40
compass,liberal,3,40
compass,liberal,30,40
compass,liberal,30_opp,40
compass,liberal,30_ref,40
compass,liberal,31,40
compass,liberal,31_opp,40
compass,liberal,31_ref,40
compass,liberal,32,40
compass,liberal,32_opp,40
compass,liberal,32_ref,40
compass,liberal,33,40
compass,liberal,33_opp,40
compass,liberal,33_ref,40
compass,liberal,34,40
compass,liberal,34_opp,40
compass,liberal,34_ref,40
compass,liberal,35,40
compass,liberal,35_opp,40
compass,liberal,35_ref,40
compass,liberal,36,40
compass,liberal,36_opp,40
compass,liberal,36_ref,40
compass,liberal,37,40
compass,liberal,37_opp,40
compass,liberal,37_ref,40
compass,liberal,38,40
compass,liberal,38_opp,40
compass,liberal,38_ref,40
compass,liberal,39,40
compass,liberal,39_opp,40
compass,liberal,39_ref,40
compass,liberal,3_opp,40
compass,liberal,3_ref,40
compass,liberal,4,40
compass,liberal,40,40
compass,liberal,40_opp,40
compass,liberal,40_ref,40
compass,liberal,41,40
compass,liberal,41_opp,40
compass,liberal,41_ref,40
compass,liberal,42,40
compass,liberal,42_opp,40
compass,liberal,42_ref,40
compass,liberal,43,40
compass,liberal,43_opp,40
compass,liberal,43_ref,40
compass,liberal,44,40
compass,liberal,44_opp,40
compass,liberal,44_ref,40
compass,liberal,45,40
compass,liberal,45_opp,40
compass,liberal,45_ref,40
compass,liberal,46,40
compass,liberal,46_opp,40
compass,liberal,46_ref,40
compass,liberal,47,40
compass,liberal,47_opp,40
compass,liberal,47_ref,40
compass,liberal,48,39
compass,liberal,48_opp,40
compass,liberal,48_ref,39
compass,liberal,49,40
compass,liberal,49_opp,40
compass,liberal,49_ref,40
compass,liberal,4_opp,40
compass,liberal,4_ref,40
compass,liberal,5,40
compass,liberal,50,40
compass,liberal,50_opp,40
compass,liberal,50_ref,40
compass,liberal,51,40
compass,liberal,51_opp,40
compass,liberal,51_ref,40
compass,liberal,52,40
compass,liberal,52_opp,40
compass,liberal,52_ref,39
compass,liberal,53,40
compass,liberal,53_opp,40
compass,liberal,53_ref,40
compass,liberal,54,40
compass,liberal,54_opp,40
compass,liberal,54_ref,40
compass,liberal,55,40
compass,liberal,55_opp,40
compass,liberal,55_ref,40
compass,liberal,56,40
compass,liberal,56_opp,40
compass,liberal,56_ref,40
compass,liberal,57,40
compass,liberal,57_opp,40
compass,liberal,57_ref,40
compass,liberal,58,40
compass,liberal,58_opp,40
compass,liberal,58_ref,40
compass,liberal,59,40
compass,liberal,59_opp,40
compass,liberal,59_ref,40
compass,liberal,5_opp,40
compass,liberal,5_ref,40
compass,liberal,6,40
compass,liberal,60,40
compass,liberal,60_opp,40
compass,liberal,60_ref,40
compass,liberal,61,40
compass,liberal,61_opp,40
compass,liberal,61_ref,40
compass,liberal,62,40
compass,liberal,62_opp,40
compass,liberal,62_ref,40
compass,liberal,6_opp,40
compass,liberal,6_ref,40
compass,liberal,7,40
compass,liberal,7_opp,40
compass,liberal,7_ref,39
compass,liberal,8,40
compass,liberal,8_opp,40
compass,liberal,8_ref,40
compass,liberal,9,40
compass,liberal,9_opp,40
compass,liberal,9_ref,40
compass,llama3,1,40
compass,llama3,10,40
compass,llama3,10_opp,40
compass,llama3,10_ref,40
compass,llama3,11,40
compass,llama3,11_opp,40
compass,llama3,11_ref,40
compass,llama3,12,40
compass,llama3,12_opp,40
compass,llama3,12_ref,40
compass,llama3,13,40
compass,llama3,13_opp,40
compass,llama3,13_ref,40
compass,llama3,14,40
compass,llama3,14_opp,40
compass,llama3,14_ref,40
compass,llama3,15,40
compass,llama3,15_opp,40
compass,llama3,15_ref,40
compass,llama3,16,40
compass,llama3,16_opp,40
compass,llama3,16_ref,40
compass,llama3,17,40
compass,llama3,17_opp,40
compass,llama3,17_ref,40
compass,llama3,18,40
compass,llama3,18_opp,40
compass,llama3,18_ref,40
compass,llama3,19,40
compass,llama3,19_opp,40
compass,llama3,19_ref,40
compass,llama3,1_opp,40
compass,llama3,1_ref,40
compass,llama3,2,40
compass,llama3,20,39
compass,llama3,20_opp,40
compass,llama3,20_ref,40
compass,llama3,21,39
compass,llama3,21_opp,40
compass,llama3,21_ref,40
compass,llama3,22,40
compass,llama3,22_opp,38
compass,llama3,22_ref,40
compass,llama3,23,40
compass,llama3,23_opp,40
compass,llama3,23_ref,40
compass,llama3,24,40
compass,llama3,24_opp,40
compass,llama3,24_ref,39
compass,llama3,25,40
compass,llama3,25_opp,40
compass,llama3,25_ref,40
compass,llama3,26,40
compass,llama3,26_opp,40
compass,llama3,26_ref,40
compass,llama3,27,39
compass,llama3,27_opp,40
compass,llama3,27_ref,40
compass,llama3,28,40
compass,llama3,28_opp,40
compass,llama3,28_ref,40
compass,llama3,29,40
compass,llama3,29_opp,40
compass,llama3,29_ref,40
compass,llama3,2_opp,40
compass,llama3,2_ref,40
compass,llama3,3,40
compass,llama3,30,40
compass,llama3,30_opp,40
compass,llama3,30_ref,40
compass,llama3,31,40
compass,llama3,31_opp,40
compass,llama3,31_ref,40
compass,llama3,32,40
compass,llama3,32_opp,40
compass,llama3,32_ref,40
compass,llama3,33,40
compass,llama3,33_opp,40
compass,llama3,33_ref,40
compass,llama3,34,40
compass,llama3,34_opp,40
compass,llama3,34_ref,40
compass,llama3,35,40
compass,llama3,35_opp,40
compass,llama3,35_ref,39
compass,llama3,36,40
compass,llama3,36_opp,40
compass,llama3,36_ref,40
compass,llama3,37,40
compass,llama3,37_opp,40
compass,llama3,37_ref,40
compass,llama3,38,40
compass,llama3,38_opp,40
compass,llama3,38_ref,40
compass,llama3,39,40
compass,llama3,39_opp,40
compass,llama3,39_ref,40
compass,llama3,3_opp,40
compass,llama3,3_ref,40
compass,llama3,4,39
compass,llama3,40,40
compass,llama3,40_opp,40
compass,llama3,40_ref,40
compass,llama3,41,40
compass,llama3,41_opp,40
compass,llama3,41_ref,40
compass,llama3,42,40
compass,llama3,42_opp,40
compass,llama3,42_ref,40
compass,llama3,43,40
compass,llama3,43_opp,40
compass,llama3,43_ref,40
compass,llama3,44,40
compass,llama3,44_opp,40
compass,llama3,44_ref,40
compass,llama3,45,40
compass,llama3,45_opp,40
compass,llama3,45_ref,40
compass,llama3,46,40
compass,llama3,46_opp,40
compass,llama3,46_ref,40
compass,llama3,47,40
compass,llama3,47_opp,40
compass,llama3,47_ref,40
compass,llama3,48,40
compass,llama3,48_opp,40
compass,llama3,48_ref,40
compass,llama3,49,40
compass,llama3,49_opp,40
compass,llama3,49_ref,40
compass,llama3,4_opp,40
compass,llama3,4_ref,40
compass,llama3,5,40
compass,llama3,50,40
compass,llama3,50_opp,40
compass,llama3,50_ref,40
compass,llama3,51,40
compass,llama3,51_opp,40
compass,llama3,51_ref,40
compass,llama3,52,40
compass,llama3,52_opp,40
compass,llama3,52_ref,40
compass,llama3,53,40
compass,llama3,53_opp,40
compass,llama3,53_ref,40
compass,llama3,54,40
compass,llama3,54_opp,40
compass,llama3,54_ref,40
compass,llama3,55,40
compass,llama3,55_opp,40
compass,llama3,55_ref,40
compass,llama3,56,40
compass,llama3,56_opp,40
compass,llama3,56_ref,40
compass,llama3,57,40
compass,llama3,57_opp,40
compass,llama3,57_ref,40
compass,llama3,58,40
compass,llama3,58_opp,40
compass,llama3,58_ref,40
compass,llama3,59,40
compass,llama3,59_opp,40
compass,llama3,59_ref,40
compass,llama3,5_opp,39
compass,llama3,5_ref,40
compass,llama3,6,40
compass,llama3,60,40
compass,llama3,60_opp,40
compass,llama3,60_ref,40
compass,llama3,61,40
compass,llama3,61_opp,40
compass,llama3,61_ref,40
compass,llama3,62,40
compass,llama3,62_opp,39
compass,llama3,62_ref,40
compass,llama3,6_opp,40
compass,llama3,6_ref,40
compass,llama3,7,40
compass,llama3,7_opp,40
compass,llama3,7_ref,40
compass,llama3,8,39
compass,llama3,8_opp,40
compass,llama3,8_ref,40
compass,llama3,9,40
compass,llama3,9_opp,40
compass,llama3,9_ref,39
compass,llama3_big,1,21
compass,llama3_big,10,26
compass,llama3_big,10_opp,15
compass,llama3_big,10_ref,22
compass,llama3_big,11,7
compass,llama3_big,11_opp,3
compass,llama3_big,11_ref,19
compass,llama3_big,12,20
compass,llama3_big,12_opp,17
compass,llama3_big,12_ref,19
compass,llama3_big,13,29
compass,llama3_big,13_opp,24
compass,llama3_big,13_ref,29
compass,llama3_big,14,25
compass,llama3_big,14_opp,22
compass,llama3_big,14_ref,32
compass,llama3_big,15,34
compass,llama3_big,15_opp,24
compass,llama3_big,15_ref,34
compass,llama3_big,16,23
compass,llama3_big,16_opp,15
compass,llama3_big,16_ref,27
compass,llama3_big,17,24
compass,llama3_big,17_opp,13
compass,llama3_big,17_ref,36
compass,llama3_big,18,21
compass,llama3_big,18_opp,18
compass,llama3_big,18_ref,24
compass,llama3_big,19,26
compass,llama3_big,19_opp,12
compass,llama3_big,19_ref,30
compass,llama3_big,1_opp,18
compass,llama3_big,1_ref,24
compass,llama3_big,2,24
compass,llama3_big,20,28
compass,llama3_big,20_opp,32
compass,llama3_big,20_ref,27
compass,llama3_big,21,35
compass,llama3_big,21_opp,32
compass,llama3_big,21_ref,29
compass,llama3_big,22,11
compass,llama3_big,22_opp,19
compass,llama3_big,22_ref,9
compass,llama3_big,23,21
compass,llama3_big,23_opp,12
compass,llama3_big,23_ref,23
compass,llama3_big,24,24
compass,llama3_big,24_opp,13
compass,llama3_big,24_ref,27
compass,llama3_big,25,33
compass,llama3_big,25_opp,29
compass,llama3_big,25_ref,24
compass,llama3_big,26,25
compass,llama3_big,26_opp,13
compass,llama3_big,26_ref,27
compass,llama3_big,27,17
compass,llama3_big,27_opp,21
compass,llama3_big,27_ref,18
compass,llama3_big,28,25
compass,llama3_big,28_opp,27
compass,llama3_big,28_ref,29
compass,llama3_big,29,22
compass,llama3_big,29_opp,30
compass,llama3_big,29_ref,19
compass,llama3_big,2_opp,27
compass,llama3_big,2_ref,23
compass,llama3_big,3,15
compass,llama3_big,30,12
compass,llama3_big,30_opp,15
compass,llama3_big,30_ref,26
compass,llama3_big,31,22
compass,llama3_big,31_opp,16
compass,llama3_big,31_ref,24
compass,llama3_big,32,15
compass,llama3_big,32_opp,25
compass,llama3_big,32_ref,10
compass,llama3_big,33,26
compass,llama3_big,33_opp,15
compass,llama3_big,33_ref,27
compass,llama3_big,34,23
compass,llama3_big,34_opp,10
compass,llama3_big,34_ref,26
compass,llama3_big,35,20
compass,llama3_big,35_opp,18
compass,llama3_big,35_ref,18
compass,llama3_big,36,14
compass,llama3_big,36_opp,25
compass,llama3_big,36_ref,16
compass,llama3_big,37,19
compass,llama3_big,37_opp,23
compass,llama3_big,37_ref,20
compass,llama3_big,38,15
compass,llama3_big,38_opp,34
compass,llama3_big,38_ref,29
compass,llama3_big,39,24
compass,llama3_big,39_opp,27
compass,llama3_big,39_ref,22
compass,llama3_big,3_opp,20
compass,llama3_big,3_ref,13
compass,llama3_big,4,5
compass,llama3_big,40,26
compass,llama3_big,40_opp,14
compass,llama3_big,40_ref,26
compass,llama3_big,41,22
compass,llama3_big,41_opp,14
compass,llama3_big,41_ref,10
compass,llama3_big,42,31
compass,llama3_big,42_opp,24
compass,llama3_big,42_ref,27
compass,llama3_big,43,23
compass,llama3_big,43_opp,11
compass,llama3_big,43_ref,21
compass,llama3_big,44,18
compass,llama3_big,44_opp,20
compass,llama3_big,44_ref,27
compass,llama3_big,45,19
compass,llama3_big,45_opp,14
compass,llama3_big,45_ref,18
compass,llama3_big,46,26
compass,llama3_big,46_opp,20
compass,llama3_big,46_ref,25
compass,llama3_big,47,19
compass,llama3_big,47_opp,25
compass,llama3_big,47_ref,27
compass,llama3_big,48,18
compass,llama3_big,48_opp,33
compass,llama3_big,48_ref,32
compass,llama3_big,49,23
compass,llama3_big,49_opp,29
compass,llama3_big,49_ref,19
compass,llama3_big,4_opp,11
compass,llama3_big,4_ref,20
compass,llama3_big,5,20
compass,llama3_big,50,30
compass,llama3_big,50_opp,16
compass,llama3_big,50_ref,26
compass,llama3_big,51,19
compass,llama3_big,51_opp,25
compass,llama3_big,51_ref,17
compass,llama3_big,52,18
compass,llama3_big,52_opp,21
compass,llama3_big,52_ref,17
compass,llama3_big,53,20
compass,llama3_big,53_opp,35
compass,llama3_big,53_ref,13
compass,llama3_big,54,18
compass,llama3_big,54_opp,18
compass,llama3_big,54_ref,24
compass,llama3_big,55,24
compass,llama3_big,55_opp,13
compass,llama3_big,55_ref,24
compass,llama3_big,56,20
compass,llama3_big,56_opp,17
compass,llama3_big,56_ref,15
compass,llama3_big,57,8
compass,llama3_big,57_opp,16
compass,llama3_big,57_ref,10
compass,llama3_big,58,15
compass,llama3_big,58_opp,8
compass,llama3_big,58_ref,20
compass,llama3_big,59,17
compass,llama3_big,59_opp,15
compass,llama3_big,59_ref,8
compass,llama3_big,5_opp,12
compass,llama3_big,5_ref,23
compass,llama3_big,6,18
compass,llama3_big,60,17
compass,llama3_big,60_opp,12
compass,llama3_big,60_ref,14
compass,llama3_big,61,12
compass,llama3_big,61_opp,18
compass,llama3_big,61_ref,21
compass,llama3_big,62,20
compass,llama3_big,62_opp,19
compass,llama3_big,62_ref,13
compass,llama3_big,6_opp,17
compass,llama3_big,6_ref,27
compass,llama3_big,7,28
compass,llama3_big,7_opp,18
compass,llama3_big,7_ref,23
compass,llama3_big,8,29
compass,llama3_big,8_opp,12
compass,llama3_big,8_ref,20
compass,llama3_big,9,24
compass,llama3_big,9_opp,26
compass,llama3_big,9_ref,24
compass,llama4,1,37
compass,llama4,10,36
compass,llama4,10_opp,40
compass,llama4,10_ref,40
compass,llama4,11,40
compass,llama4,11_opp,38
compass,llama4,11_ref,39
compass,llama4,12,32
compass,llama4,12_opp,40
compass,llama4,12_ref,39
compass,llama4,13,40
compass,llama4,13_opp,40
compass,llama4,13_ref,37
compass,llama4,14,38
compass,llama4,14_opp,39
compass,llama4,14_ref,40
compass,llama4,15,34
compass,llama4,15_opp,40
compass,llama4,15_ref,40
compass,llama4,16,39
compass,llama4,16_opp,38
compass,llama4,16_ref,40
compass,llama4,17,35
compass,llama4,17_opp,40
compass,llama4,17_ref,40
compass,llama4,18,33
compass,llama4,18_opp,36
compass,llama4,18_ref,38
compass,llama4,19,38
compass,llama4,19_opp,40
compass,llama4,19_ref,40
compass,llama4,1_opp,40
compass,llama4,1_ref,38
compass,llama4,2,37
compass,llama4,20,40
compass,llama4,20_opp,40
compass,llama4,20_ref,40
compass,llama4,21,39
compass,llama4,21_opp,39
compass,llama4,21_ref,38
compass,llama4,22,36
compass,llama4,22_opp,37
compass,llama4,22_ref,38
compass,llama4,23,37
compass,llama4,23_opp,40
compass,llama4,23_ref,40
compass,llama4,24,39
compass,llama4,24_opp,40
compass,llama4,24_ref,40
compass,llama4,25,40
compass,llama4,25_opp,38
compass,llama4,25_ref,40
compass,llama4,26,38
compass,llama4,26_opp,40
compass,llama4,26_ref,40
compass,llama4,27,39
compass,llama4,27_opp,40
compass,llama4,27_ref,39
compass,llama4,28,40
compass,llama4,28_opp,40
compass,llama4,28_ref,40
compass,llama4,29,37
compass,llama4,29_opp,39
compass,llama4,29_ref,40
compass,llama4,2_opp,40
compass,llama4,2_ref,40
compass,llama4,3,36
compass,llama4,30,40
compass,llama4,30_opp,40
compass,llama4,30_ref,40
compass,llama4,31,31
compass,llama4,31_opp,40
compass,llama4,31_ref,40
compass,llama4,32,38
compass,llama4,32_opp,40
compass,llama4,32_ref,40
compass,llama4,33,40
compass,llama4,33_opp,40
compass,llama4,33_ref,39
compass,llama4,34,40
compass,llama4,34_opp,37
compass,llama4,34_ref,35
compass,llama4,35,38
compass,llama4,35_opp,40
compass,llama4,35_ref,36
compass,llama4,36,37
compass,llama4,36_opp,40
compass,llama4,36_ref,40
compass,llama4,37,40
compass,llama4,37_opp,40
compass,llama4,37_ref,40
compass,llama4,38,40
compass,llama4,38_opp,40
compass,llama4,38_ref,39
compass,llama4,39,40
compass,llama4,39_opp,40
compass,llama4,39_ref,40
compass,llama4,3_opp,38
compass,llama4,3_ref,40
compass,llama4,4,35
compass,llama4,40,40
compass,llama4,40_opp,39
compass,llama4,40_ref,36
compass,llama4,41,40
compass,llama4,41_opp,39
compass,llama4,41_ref,38
compass,llama4,42,39
compass,llama4,42_opp,40
compass,llama4,42_ref,30
compass,llama4,43,40
compass,llama4,43_opp,40
compass,llama4,43_ref,40
compass,llama4,44,39
compass,llama4,44_opp,39
compass,llama4,44_ref,40
compass,llama4,45,38
compass,llama4,45_opp,40
compass,llama4,45_ref,39
compass,llama4,46,38
compass,llama4,46_opp,40
compass,llama4,46_ref,38
compass,llama4,47,38
compass,llama4,47_opp,39
compass,llama4,47_ref,40
compass,llama4,48,40
compass,llama4,48_opp,38
compass,llama4,48_ref,38
compass,llama4,49,40
compass,llama4,49_opp,40
compass,llama4,49_ref,40
compass,llama4,4_opp,39
compass,llama4,4_ref,38
compass,llama4,5,37
compass,llama4,50,38
compass,llama4,50_opp,36
compass,llama4,50_ref,40
compass,llama4,51,40
compass,llama4,51_opp,40
compass,llama4,51_ref,40
compass,llama4,52,40
compass,llama4,52_opp,40
compass,llama4,52_ref,39
compass,llama4,53,38
compass,llama4,53_opp,40
compass,llama4,53_ref,40
compass,llama4,54,36
compass,llama4,54_opp,40
compass,llama4,54_ref,39
compass,llama4,55,37
compass,llama4,55_opp,40
compass,llama4,55_ref,31
compass,llama4,56,39
compass,llama4,56_opp,31
compass,llama4,56_ref,39
compass,llama4,57,40
compass,llama4,57_opp,40
compass,llama4,57_ref,37
compass,llama4,58,40
compass,llama4,58_opp,40
compass,llama4,58_ref,40
compass,llama4,59,39
compass,llama4,59_opp,35
compass,llama4,59_ref,39
compass,llama4,5_opp,39
compass,llama4,5_ref,38
compass,llama4,6,38
compass,llama4,60,40
compass,llama4,60_opp,39
compass,llama4,60_ref,39
compass,llama4,61,40
compass,llama4,61_opp,23
compass,llama4,61_ref,40
compass,llama4,62,40
compass,llama4,62_opp,40
compass,llama4,62_ref,35
compass,llama4,6_opp,34
compass,llama4,6_ref,24
compass,llama4,7,37
compass,llama4,7_opp,40
compass,llama4,7_ref,39
compass,llama4,8,40
compass,llama4,8_opp,34
compass,llama4,8_ref,40
compass,llama4,9,32
compass,llama4,9_opp,35
compass,llama4,9_ref,36
compass,ministral14,1,40
compass,ministral14,10,40
compass,ministral14,10_opp,40
compass,ministral14,10_ref,40
compass,ministral14,11,40
compass,ministral14,11_opp,40
compass,ministral14,11_ref,40
compass,ministral14,12,40
compass,ministral14,12_opp,40
compass,ministral14,12_ref,40
compass,ministral14,13,40
compass,ministral14,13_opp,40
compass,ministral14,13_ref,40
compass,ministral14,14,40
compass,ministral14,14_opp,40
compass,ministral14,14_ref,40
compass,ministral14,15,40
compass,ministral14,15_opp,40
compass,ministral14,15_ref,40
compass,ministral14,16,40
compass,ministral14,16_opp,40
compass,ministral14,16_ref,40
compass,ministral14,17,40
compass,ministral14,17_opp,40
compass,ministral14,17_ref,40
compass,ministral14,18,40
compass,ministral14,18_opp,40
compass,ministral14,18_ref,40
compass,ministral14,19,40
compass,ministral14,19_opp,40
compass,ministral14,19_ref,40
compass,ministral14,1_opp,40
compass,ministral14,1_ref,40
compass,ministral14,2,40
compass,ministral14,20,40
compass,ministral14,20_opp,40
compass,ministral14,20_ref,40
compass,ministral14,21,40
compass,ministral14,21_opp,40
compass,ministral14,21_ref,40
compass,ministral14,22,40
compass,ministral14,22_opp,38
compass,ministral14,22_ref,40
compass,ministral14,23,40
compass,ministral14,23_opp,40
compass,ministral14,23_ref,40
compass,ministral14,24,40
compass,ministral14,24_opp,40
compass,ministral14,24_ref,40
compass,ministral14,25,40
compass,ministral14,25_opp,40
compass,ministral14,25_ref,40
compass,ministral14,26,40
compass,ministral14,26_opp,40
compass,ministral14,26_ref,40
compass,ministral14,27,40
compass,ministral14,27_opp,40
compass,ministral14,27_ref,40
compass,ministral14,28,40
compass,ministral14,28_opp,40
compass,ministral14,28_ref,40
compass,ministral14,29,40
compass,ministral14,29_opp,40
compass,ministral14,29_ref,40
compass,ministral14,2_opp,40
compass,ministral14,2_ref,40
compass,ministral14,3,40
compass,ministral14,30,40
compass,ministral14,30_opp,40
compass,ministral14,30_ref,40
compass,ministral14,31,40
compass,ministral14,31_opp,40
compass,ministral14,31_ref,40
compass,ministral14,32,40
compass,ministral14,32_opp,40
compass,ministral14,32_ref,40
compass,ministral14,33,40
compass,ministral14,33_opp,40
compass,ministral14,33_ref,40
compass,ministral14,34,40
compass,ministral14,34_opp,40
compass,ministral14,34_ref,40
compass,ministral14,35,40
compass,ministral14,35_opp,40
compass,ministral14,35_ref,40
compass,ministral14,36,40
compass,ministral14,36_opp,40
compass,ministral14,36_ref,40
compass,ministral14,37,40
compass,ministral14,37_opp,40
compass,ministral14,37_ref,40
compass,ministral14,38,40
compass,ministral14,38_opp,40
compass,ministral14,38_ref,40
compass,ministral14,39,40
compass,ministral14,39_opp,40
compass,ministral14,39_ref,40
compass,ministral14,3_opp,40
compass,ministral14,3_ref,40
compass,ministral14,4,40
compass,ministral14,40,40
compass,ministral14,40_opp,40
compass,ministral14,40_ref,40
compass,ministral14,41,40
compass,ministral14,41_opp,40
compass,ministral14,41_ref,40
compass,ministral14,42,40
compass,ministral14,42_opp,40
compass,ministral14,42_ref,40
compass,ministral14,43,40
compass,ministral14,43_opp,40
compass,ministral14,43_ref,40
compass,ministral14,44,40
compass,ministral14,44_opp,40
compass,ministral14,44_ref,40
compass,ministral14,45,40
compass,ministral14,45_opp,40
compass,ministral14,45_ref,40
compass,ministral14,46,40
compass,ministral14,46_opp,40
compass,ministral14,46_ref,40
compass,ministral14,47,40
compass,ministral14,47_opp,40
compass,ministral14,47_ref,40
compass,ministral14,48,40
compass,ministral14,48_opp,40
compass,ministral14,48_ref,40
compass,ministral14,49,40
compass,ministral14,49_opp,40
compass,ministral14,49_ref,40
compass,ministral14,4_opp,40
compass,ministral14,4_ref,40
compass,ministral14,5,40
compass,ministral14,50,40
compass,ministral14,50_opp,40
compass,ministral14,50_ref,40
compass,ministral14,51,40
compass,ministral14,51_opp,40
compass,ministral14,51_ref,40
compass,ministral14,52,40
compass,ministral14,52_opp,40
compass,ministral14,52_ref,40
compass,ministral14,53,40
compass,ministral14,53_opp,40
compass,ministral14,53_ref,40
compass,ministral14,54,40
compass,ministral14,54_opp,40
compass,ministral14,54_ref,40
compass,ministral14,55,40
compass,ministral14,55_opp,40
compass,ministral14,55_ref,40
compass,ministral14,56,36
compass,ministral14,56_opp,40
compass,ministral14,56_ref,39
compass,ministral14,57,40
compass,ministral14,57_opp,40
compass,ministral14,57_ref,40
compass,ministral14,58,40
compass,ministral14,58_opp,40
compass,ministral14,58_ref,40
compass,ministral14,59,40
compass,ministral14,59_opp,40
compass,ministral14,59_ref,40
compass,ministral14,5_opp,40
compass,ministral14,5_ref,40
compass,ministral14,6,40
compass,ministral14,60,40
